190,"COWEN, BUCK","('Buck Cowan (Earth-616)', 86)"
191,"COWEN, ELAINE","('Elaine Grey (Earth-616)', 86)"
192,"COY, GENERAL NGUYEN ","('Lieutenant General Fredricks (Earth-616)', 86)"
193,COYOTE,"('Coyote (Earth-616)', 90)"
194,CR'REEE,"(""Cr'reee (Earth-616)"", 90)"
195,"CRAIG, REV.","('Craig Hollis (Earth-616)', 86)"
196,"CRANDAL, BEN","('Ben Urich (Earth-616)', 86)"
197,CRANUS,"('Lawrence Cranston (Earth-616)', 75)"
198,"CRAWFORD, GEN.","('Ashley Crawford (Earth-616)', 86)"
199,"CRAWLEY, BETRAND","('Lillian Crawley (Earth-616)', 86)"
200,CRAZY EIGHT/LESLIE A,"('Executioner (Crazy Gang) (Earth-616)', 86)"
201,CREED,"('Sabretooth (Victor Creed)', 90)"
202,"CREED, GRAYDON","('Sabretooth (Victor Creed)', 86)"
203,"CREED, GRAYDON | MUT","('Graydon Creed (Earth-616)', 83)"
204,CREEP/,"('Creeper (Earth-616)', 90)"
205,CRIME-BUSTER/,"('Eric Slaughter (Crime Boss) (Earth-616)', 86)"
206,CRIME-MASTER/NICK LU,"('Eric Slaughter (Crime Boss) (Earth-616)', 86)"
207,CRIME-WAVE/HOLLIS,"('Eric Slaughter (Crime Boss) (Earth-616)', 86)"
208,CRIMEBUSTER/FRANK MO,"('Frank (Police Officer) (Earth-616)', 86)"
209,CRIMEWAVE/,"('Crimewave (C.W.) (Earth-616)', 90)"
210,CRIMSON,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 90)"
211,CRIMSON COMMANDO/FRA,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)"
212,CRIMSON COWL II/,"('Shingen Harada II (Earth-616)', 86)"
213,CRIMSON CRUSADER/ROR,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)"
214,CRIMSON DAFFODIL,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)"
215,CRIMSON DYNAMO II/BO,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)"
216,CRIMSON DYNAMO III/A,"('Warren Worthington III (Earth-616)', 86)"
217,CRIMSON DYNAMO IV/YU,"('Han, Chang, Lin, Sun, and Ho Tao-Yu (Earth-616)', 86)"
218,CRIMSON DYNAMO V/DIM,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)"
219,CRIMSON DYNAMO VI/VA,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)"
220,CRIMSON DYNAMO VIII/,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)"
221,CRIMSON DYNAMO/PROF.,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)"
222,CRIPPLER/KARL STRIKL,"('Karl von Horstbadden (Earth-616)', 86)"
223,CRITIC,"('Criti Noll (Clone) (Earth-616)', 75)"
224,CRITICAL MASS,"('Mass (Freedom Force) (Earth-616)', 86)"
225,CRIX,"('Monet St. Croix (Earth-616)', 68)"
226,"CROIX, ASHLEY","('Monet St. Croix (Earth-616)', 86)"
227,"CROMWELL, HAMILTON","('Hamilton Slade (Rider) (Earth-616)', 86)"
228,"CROSS, GENEVIEVE","('William Cross (Earth-616)', 86)"
229,"CROSS, HAROLD","('Harold Osborn (Earth-616)', 86)"
230,"CROSS, JASON","('Jason Wyngarde (Earth-616)', 86)"
231,"CROSS, STANLEY","('William Cross (Earth-616)', 86)"
232,"CROSS-WALLACE, SIR G","('Sir Percy of Scandia (Earth-616)', 86)"
233,CROSS/,"('William Cross (Earth-616)', 90)"
234,"CROSSAN, ANNIE","('Annie (LMD) (Earth-616)', 86)"
235,CROSSBONES II/,"('Shingen Harada II (Earth-616)', 86)"
236,CROSSBONES/BROCK BIN,"('Brock Rumlow (Heroes Reborn) (Earth-616)', 86)"
237,CROSSBOW,"('Guy Cross-Wallace (Earth-616)', 68)"
238,CROSSFIRE,"('Thomas Fireheart (Earth-616)', 60)"
239,CROTUS,"('Crotus (Earth-616)', 90)"
240,"CROW, REV. JOSHUA","('Jesse Black Crow (Earth-616)', 86)"
241,"CROWE, GERONIMO","('Algernon Crowe (Earth-616)', 86)"
242,CROWLEY,"('Wyatt Crowley (Earth-616)', 90)"
243,"CROWLEY, SEN.","('Wyatt Crowley (Earth-616)', 86)"
244,CROWN,"('Adam Crown (Earth-616)', 90)"
245,CRUCIBLE/BYRON CALLE,"('Byron Calley (Earth-616)', 59)"
246,CRULE,"('Crule (Earth-616)', 90)"
247,CRUSADER II/ARTHUR B,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)"
248,CRUSADER X/BRIAN BRA,"('Director X (Department H) (Earth-616)', 86)"
249,CRUSHER II/JUAN APON,"('Juan-Carlos Sanchez (Earth-616)', 86)"
250,CRUSHER/EL PROFESSOR,"('Achmed El Gib\\u00e1r (Earth-616)', 86)"
251,CRUSHTACEAN,"('Crushtacean (Earth-616)', 90)"
252,CRUX/CRISTAL LEMIUEX,"('Mime', 68)"
253,CRYSTAL [INHUMAN],"('Seeker (Inhuman) (Earth-616)', 86)"
254,CUDGEL/,"('Cudgel (Earth-616)', 90)"
255,CUEBALL/,"('Cupid Cueball (Earth-616)', 90)"
256,CUFFS/,"('Cuffs (Earth-616)', 90)"
257,"CUMMINGS, DIANE","('Diane Arliss (Earth-616)', 86)"
258,CURSED LOTUS,"('Lotus Shinchuko (Earth-616)', 86)"
259,"CURSON, LT. TARA","('Tara (Children of the Comet) (Earth-616)', 86)"
260,"CURZON, DETECTIVE IN","('Dweller-in-Darkness (Earth-616)', 86)"
261,"CUSHING, KATE","('Kathryn Cushing (Earth-616)', 86)"
262,"CUSSLER, PHILLIP","('Phillip Masters (Earth-616)', 86)"
263,"CUSSLER, PHILLIP JR.","('Jason Macendale Jr. (Earth-616)', 86)"
264,CUT,"('Jaine Cutter (Earth-616)', 90)"
265,CUTTER,"('Jaine Cutter (Earth-616)', 90)"
266,CUTTHROAT/DANIEL LEI,"('Daniel Jones (Torpedo) (Earth-616)', 86)"
267,CY-PHYRR 4,"('Sentinel 4 (Earth-616)', 86)"
268,CYANIDE JANE,"('Cyanide Jane (Earth-616)', 90)"
269,CYBELE [ETERNAL],"('Ikaris (Eternal) (Earth-616)', 86)"
270,CYBER,"('Cyberex (Earth-616)', 90)"
271,CYBERMANCER/DR. SUZI,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
272,CYBERSLIK,"('Mister Slick (Earth-616)', 60)"
273,CYBERTOOTH/YEN HSIEH,"('Yen Hsieh (Earth-616)', 68)"
274,CYBORG X/,"('X-51 (Earth-616)', 86)"
275,CYCLONE,"('Cyclone (Horse) (Earth-616)', 90)"
276,CYCLONE II/PIERRE FR,"('Jean-Pierre Beaubier (Earth-616)', 86)"
277,CYCLOPS 2013,"('Cyclops (Lobe) (Earth-616)', 86)"
278,CYCLOPS DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)"
279,CYCLOPS II,"('Shingen Harada II (Earth-616)', 86)"
280,CYCLOPS | MUTANT X-V,"('Headhunter (Mutant) (Earth-616)', 86)"
281,CYCLOPS/SCOTT SUMMER,"('Scott Summers (Doppelganger) (Earth-616)', 86)"
282,CYLLA,"('Cylla Markham (Earth-616)', 90)"
283,CYLLA II,"('Shingen Harada II (Earth-616)', 86)"
284,CYNAS,"('Cynas (Earth-616)', 90)"
285,CYPHER/DOUG RAMSEY,"('Doug Johnson III (Earth-616)', 86)"
286,CYPRESS/,"('Cypress (Roxxon Agent) (Earth-616)', 90)"
287,CYRA [ASGARDIAN],"('Cyra (Asgardian) (Earth-616)', 90)"
288,CYTTORAK,"('Cyttorak (Earth-616)', 90)"
289,"D'ALEXIS, AMBER","('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
290,"D'ANGELO, LIEUTENANT","('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
291,"D'AURIA, JACK","('Jack Russell (Earth-616)', 86)"
292,D'KAY,"(""D'Kay (Earth-616)"", 90)"
293,D'KEN [SHI'AR],"('Ken Ellis (Earth-616)', 86)"
294,D'SPAYRE,"(""D'Spayre (Earth-616)"", 90)"
295,D'SPRYTE,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
296,D'WON,"('Edward Wong (Earth-616)', 90)"
297,D.K./DAVID KALEN,"('David Lieberman (Earth-616)', 86)"
298,D.O.A.,"('Host (D.O.A.) (Earth-616)', 90)"
299,"DA COSTA, EMMANUEL","('Roberto da Costa (Earth-616)', 86)"
300,"DABOIA, RUSSELL","('Jack Russell (Earth-616)', 86)"
301,"DABUTA, NIGEL","('Nigel Frobisher (Earth-616)', 86)"
302,DADDY LONGLEGS/RAMSE,"('Longlegs Secundus (Earth-616)', 54)"
303,DADDY WRONGLEGS,"('Brad Wrangle (Earth-616)', 54)"
304,DAGDA,"('Magda Eisenhardt (Earth-616)', 72)"
305,DAGGER/TANDY BOWEN,"('Dagger (Mobster) (Earth-616)', 86)"
306,DAGGER/TANDY BOWEN |,"('Dagger (Mobster) (Earth-616)', 86)"
307,"DAHN, FARNOQ","('Farnoq Dahn (Earth-616)', 86)"
308,DAI-KUMO,"('Dai Kumo (Earth-616)', 90)"
309,"DAKESIAN, NANCI","('Daemian Wainscroft (Earth-616)', 60)"
310,DAKIMH THE ENCHANTER,"('It the Living Colossus (Earth-616)', 86)"
311,DAKINI,"('Akiniko (Earth-616)', 75)"
312,"DAKOR, YOGI","('Maha Yogi (Earth-616)', 86)"
313,DAMAGE,"('Mechamage (Earth-616)', 75)"
314,DAMBALLAH,"('Damballah (Demon) (Earth-616)', 90)"
315,DAMBALLAH II,"('Shingen Harada II (Earth-616)', 86)"
316,"DAMIAN, DR. DANIEL","('Daniel Ridge Jr. (Earth-616)', 86)"
317,"DAMIAN, MARGO","('Margo Damian (Earth-616)', 86)"
318,DAN-FARR,"('Lea C. Farr (Earth-616)', 86)"
319,DANGOR,"('Dangor (Earth-616)', 90)"
320,DANIA,"('Dania (Earth-616)', 90)"
321,"DANIELS, BRIE","('Drew Daniels (Earth-616)', 86)"
322,"DANNING, SHEILA","('Sheila Donner (Earth-616)', 86)"
323,DANSEN MACABRE,"('Dansen Macabre (Earth-616)', 90)"
324,DANTE,"('Dante (Inhuman) (Earth-616)', 90)"
325,"DANTES, DR. EDWINA","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
326,"DANVERS, JOE","('Carol Danvers (Earth-616)', 86)"
327,"DANVERS, MRS. JOE","('Joseph Danvers, Sr. (Earth-616)', 86)"
328,"DANVILLE, SEN. OWEN","('Danielle Cage (Earth-616)', 56)"
329,DARCO,"('Darco (Earth-616)', 90)"
330,"DARE, JOHNNY","('Kathleen Dare (Earth-616)', 86)"
331,"DARE, KATHLEEN","('Kathleen Neville (Earth-616)', 86)"
332,"DARE, ROSSALYN","('Kathleen Dare (Earth-616)', 86)"
333,DAREDEVIL DOPPELGANG,"('Condor (Daredevil Foe) (Earth-616)', 86)"
334,DAREDEVIL | MUTANT X,"('Headhunter (Mutant) (Earth-616)', 86)"
335,DAREDEVIL/MATT MURDO,"('Condor (Daredevil Foe) (Earth-616)', 86)"
336,DARGIL,"('Dargil (Earth-616)', 90)"
337,DARIA,"('Xandarian Worldmind (Earth-616)', 90)"
338,DARK,"('Raven Darkholme (Earth-616)', 90)"
339,DARK BEAST/HENRY MCC,"('Bi-Beast (Duplicate) (Earth-616)', 86)"
340,DARK COUNSEL/VARTU,"('Void (Dark Sentry) (Earth-616)', 86)"
341,DARK CRAWLER,"('Dark-Crawler (Earth-616)', 90)"
342,DARK HUNTER,"('Dark Hunter (Earth-616)', 90)"
343,DARK MASTER,"('Void (Dark Sentry) (Earth-616)', 86)"
344,DARK MOTHER/FINALITY,"('Gauntlet (Dark Riders) (Earth-616)', 86)"
345,DARK ONE,"('Void (Dark Sentry) (Earth-616)', 86)"
346,DARK RAIDER,"('Void (Dark Sentry) (Earth-616)', 86)"
347,DARK WIND/KENJI OYAM,"('Gauntlet (Dark Riders) (Earth-616)', 86)"
348,DARKHAWK DOPPELGANGE,"('Peter Parker (Doppelganger) (Earth-616)', 68)"
349,DARKHAWK/CHRIS POWEL,"('Christopher Powell (Earth-616)', 59)"
350,DARKOTH/MAJOR DESMON,"('Thunder (Major Mapleleaf) (Earth-616)', 86)"
351,"DARKOVER, PROFESSOR ","('Professor Cartwright (Earth-616)', 86)"
352,DARKSTAR/LAYNIA SERG,"('Laynia Petrovna (Earth-616)', 55)"
353,DARLA,"('Darla Deering (Earth-616)', 90)"
354,"DARLEGUNG, GEN.","('General Darlegung (Heroes Reborn) (Earth-616)', 86)"
355,"DARROW, MARISSA II","('Shingen Harada II (Earth-616)', 86)"
356,"DAVID, PETER","('Spider-Man (Peter Parker)', 86)"
357,DAVIDOFF,"('Sergei Kravinoff (Earth-616)', 68)"
358,"DAVIS, ABBY","('Fred Davis Jr. (Earth-616)', 86)"
359,"DAVIS, PRINCIPAL","('Fred Davis Jr. (Earth-616)', 86)"
360,DAWN,"('Dawn Fury (Earth-616)', 90)"
361,"DAWSON, DICTIONARY","('Anson Dictor (Earth-616)', 59)"
362,DAY,"('Elvin Haliday (Earth-616)', 90)"
363,DAYDREAMER/CATHERINE,"('Catherine Saccharine (Earth-616)', 86)"
364,DAYTRIPPER/AMANDA SE,"('Se\\u00f1or Muerte (Terrorist) (Earth-616)', 86)"
365,DAZZLER II/ALLISON B,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)"
366,DAZZLER/BURTRAM WORT,"('Burtram Worthington (Earth-616)', 86)"
367,DE LA COURTE,"('Valentina Allegra de Fontaine (Earth-616)', 86)"
368,"DE LA FONTAINE, CONT","('Valentina Allegra de Fontaine (Earth-616)', 86)"
369,"DE LA JOYA, SISTER M","('Valentina Allegra de Fontaine (Earth-616)', 86)"
370,"DE LA SALLE, BEATRIC","('Valentina Allegra de Fontaine (Earth-616)', 86)"
371,"DE LA SPIROSA, COUNT","('Valentina Allegra de Fontaine (Earth-616)', 86)"
372,DEAD HEAD/,"('Dead Girl (Moonbeam) (Earth-616)', 86)"
373,DEAD RINGER/LOU,"('Dead Girl (Moonbeam) (Earth-616)', 86)"
374,DEADAIR,"('Pyron (Deadair) (Earth-616)', 90)"
375,DEADBOLT,"('Deadbolt (Earth-616)', 90)"
376,DEADEYE/,"('Hildegarde (Earth-616)', 64)"
377,DEADHEAD,"('Thomas Thunderhead (Earth-616)', 68)"
378,DEADLY DORIS,"('Doris Evans (Earth-616)', 86)"
379,DEADMAKER/GREGORI AN,"('Gregori Anatolovich (Earth-616)', 86)"
380,DEADPOOL/JACK/WADE W,"('Wade Wilson (Evil Deadpool) (Earth-616)', 86)"
381,"DEAN, BETTY","('Betty Dean (Earth-616)', 86)"
382,"DEAN, DARBY","('Betty Dean (Earth-616)', 86)"
383,"DEAN, SUSAN","('Susan Storm (Earth-616)', 86)"
384,"DEANGELO, DEVLIN","('Devlin DeAngelo (Earth-616)', 86)"
385,DEATH,"('Deathwatch (Earth-616)', 90)"
386,DEATH ADDER,"('Madame Death (Earth-616)', 86)"
387,DEATH STING/MIRANDA ,"('Pulse (Death Squad) (Earth-616)', 86)"
388,DEATH'S HEAD,"(""Death's Head (Carl) (Earth-616)"", 90)"
389,DEATH-STALKER,"('Death-Stalker (Earth-616)', 90)"
390,DEATHBIRD [SHI'AR],"('Manacle (Deathbird) (Earth-616)', 86)"
391,DEATHCRY [SHI'AR],"(""Juber (Shi'ar) (Earth-616)"", 86)"
392,DEATHLOK II/COL. JOH,"('Seeker II (Inhuman) (Earth-616)', 86)"
393,DEATHLOK III DOPPELG,"('Warren Worthington III (Earth-616)', 86)"
394,DEATHLOK III/MICHAEL,"('Warren Worthington III (Earth-616)', 86)"
395,DEATHLOK IV,"('Jester IV (Earth-616)', 86)"
396,DEATHLOK | MUTANT X-,"('Headhunter (Mutant) (Earth-616)', 86)"
397,DEATHLOK/COLONEL LUT,"('Colonel Hendershoot (Earth-616)', 86)"
398,DEATHRAVEN/JOSHUA RA,"('Tu-Ra-Bi-Ka (Impostor) (Earth-616)', 86)"
399,DEATHSHIELD/,"('Shiela Whittier (Earth-616)', 70)"
400,DEATHSTROKE/,"('Lord Deathstrike (Earth-616)', 82)"
401,DEATHTOLL,"('Steel Serpent (Death Touch) (Earth-616)', 70)"
402,DEATHUNT 9000,"('Deathunt 9000 (Earth-616)', 90)"
403,DEATHURGE,"('Deathurge (Earth-616)', 90)"
404,DEATHWATCH/STEPHAN L,"('James Madrox (S.H.I.E.L.D. Agent) (Earth-616)', 86)"
405,DECAY II/YOSHIRO HAC,"('Seeker II (Inhuman) (Earth-616)', 86)"
406,DECAY/,"('Mordecai Boggs (Earth-616)', 72)"
407,DECIBEL,"('Peter Parker (Spidercide) (Earth-616)', 64)"
408,DEFENSOR,"('Lord Defender (Earth-616)', 68)"
409,"DEGANN, KRIS","('Kris Keating (Earth-616)', 86)"
410,DEIMOS,"('Deimos (Earth-616)', 90)"
411,"DEKKER, GENERAL LYLE","('Lieutenant General Fredricks (Earth-616)', 86)"
412,"DEL HIERRO, BLANCA","('Blanca del Hierro (Earth-616)', 86)"
413,"DELACORTE, ARTHUR","('Arthur Maddicks (Earth-616)', 86)"
414,"DELANY, CAPT.","('Rose Delany (Earth-616)', 86)"
415,"DELAZNY, CHARLES L.","('Charles Burlingame (Earth-616)', 86)"
416,"DELAZNY, DORIAN","('Scourge (Delazny) (Earth-616)', 86)"
417,DELGADO,"('Francis Xavier Delgado (Earth-616)', 90)"
418,"DELGADO, FATHER","('Francis Xavier Delgado (Earth-616)', 86)"
419,"DELGADO, LUZ","('Francis Xavier Delgado (Earth-616)', 86)"
420,"DELGADO, RUFUS","('Francis Xavier Delgado (Earth-616)', 86)"
421,DELILAH,"('Delilah (Earth-616)', 90)"
422,DELPHI,"('Delphi (Pantheon) (Earth-616)', 90)"
423,DELPHI II,"('Shingen Harada II (Earth-616)', 86)"
424,"DELPHIS, SIR","('Sir Percy of Scandia (Earth-616)', 86)"
425,DELPHOS,"('Delphos (Earth-616)', 90)"
426,DELUGE,"('Deluge (Avatars) (Earth-616)', 90)"
427,DELUGE II,"('Shingen Harada II (Earth-616)', 86)"
428,DEMEITYR,"('Demeityr (Earth-616)', 90)"
429,DEMI-GOD,"('Hercules (Demi-God) (Earth-616)', 90)"
430,DEMITRIUS,"('Demitrius Collins (Earth-616)', 90)"
431,DEMOGOBLIN,"('Demogoblin (Earth-616)', 90)"
432,DEMOLITION MAN DOPPE,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
433,DEMOLITION MAN/DENNI,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
434,DEMON BEAR,"('Demon Bear (Earth-616)', 90)"
435,DEMONICUS/DR. DOUGLA,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
436,DEMONSTAFF,"('Danielle Moonstar (Earth-616)', 63)"
437,DENAK,"('Denak (Earth-616)', 90)"
438,"DENNAGER, MICHAEL","('Michael Morbius (Earth-616)', 86)"
439,"DENNEHY, ROBERT","('Hulk (Robert Bruce Banner)', 86)"
440,"DENNIS, MARTY","('Dennis Burton (Earth-616)', 86)"
441,"DEPALMA, MR.","('Mr. Raven (Earth-616)', 86)"
442,"DEPAUL, SHIELD SPECI","('Laura Brown (SHIELD) (Earth-616)', 86)"
443,DESADIA,"('Sir Percy of Scandia (Earth-616)', 64)"
444,DESAK/DESAK STERIXIA,"('Desak Sterixian (Earth-616)', 72)"
445,DESIGNATE/TARENE,"('Tarene (Skrull) (Earth-616)', 86)"
446,DESOLATION/,"('Desolation (Earth-616)', 90)"
447,"DESTINE, ADAM","('Adam Warlock (Earth-616)', 86)"
448,"DESTINE, NEWTON","('Dominic Destine (Earth-616)', 86)"
449,DESTINY II/IRENE ADL,"('Seeker II (Inhuman) (Earth-616)', 86)"
450,DESTINY/PAUL DESTINE,"('Paul Norbert Ebersol (Earth-616)', 86)"
451,DESTRAK,"('Bluestreak (Telepath) (Earth-616)', 77)"
452,DESTROYER III,"('Warren Worthington III (Earth-616)', 86)"
453,DESTRUCTOR/PROFESSOR,"('Professor Cartwright (Earth-616)', 86)"
454,DETHSTRYK,"('Lord Deathstrike (Earth-616)', 70)"
455,DEUCE,"('Deuce (Earth-616)', 90)"
456,"DEUTSCH, GEN.","('Amadeus Cho (Earth-616)', 68)"
457,DEVASTATOR II/GREGOR,"('Seeker II (Inhuman) (Earth-616)', 86)"
458,DEVASTATOR/KIROV PET,"('Devastator (Ascendants) (Earth-616)', 86)"
459,"DEVERAUX, INSPECTOR ","('Flint (Inspector) (Earth-616)', 64)"
460,"DEVEREAUX, IRIS","('Iris (Warpies) (Earth-616)', 86)"
461,"DEVEREAUX, MICHELLE","('Michelle Warkworth (Earth-616)', 86)"
462,DEVIL DINOSAUR,"('Devil Dinosaur (Clone) (Earth-616)', 90)"
463,DEVIL DINOSAUR | MUT,"('Gabriel (Devil-Hunter) (Earth-616)', 86)"
464,DEVIL-SLAYER/ERIC SI,"('Gabriel (Devil-Hunter) (Earth-616)', 86)"
465,"DEVILLE, ARCADIA","('Arcadia DeVille (Earth-616)', 86)"
466,"DEVILLE, JENNIFER CR","('Jennifer Walters (Heroes Reborn) (Earth-616)', 86)"
467,"DEVINE, ANTON","('Anton Miguel Rodriquez (Earth-616)', 86)"
468,DEVLOR,"('Devlor (Earth-616)', 90)"
469,"DEVOOR, ALBERT","('Albert Potter (Earth-616)', 86)"
470,DEVOS THE DEVESTATOR,"('It the Living Colossus (Earth-616)', 86)"
471,DEVOURER,"('All-Devourer (Earth-616)', 90)"
472,"DEWITT, KEARSON","('Kearson DeWitt (Earth-616)', 86)"
473,"DEWITT, LUCIUS","('Kearson DeWitt (Earth-616)', 86)"
474,"DEWOLFF, JEAN","('Jean Grey (Earth-616)', 86)"
475,"DEWOLFF, MEREDITH","('Meredith McCall (Earth-616)', 86)"
476,DEX,"('Louis Dexter (Earth-616)', 90)"
477,DEXAM,"('Dexam (Earth-616)', 90)"
478,"DEZOAN, JOHN","('John Jonah Jameson (Earth-616)', 86)"
479,DHEREK,"('Derek Khanata (Earth-616)', 75)"
480,DIABLO/ESTEBAN DE AB,"('Valentina Allegra de Fontaine (Earth-616)', 86)"
481,DIAMOND HEAD,"('Diamond Head (Earth-616)', 90)"
482,DIAMOND LIL/LILLIAN ,"('Angel (Diamond Courier) (Earth-616)', 86)"
483,"DIAMOND, BOB","('Robert Diamond (Earth-616)', 86)"
484,"DIAMOND, CHUCKY","('Robert Diamond (Earth-616)', 86)"
485,"DIAMOND, KATHY","('Robert Diamond (Earth-616)', 86)"
486,DIAMONDBACK,"('Robert Diamond (Earth-616)', 66)"
487,DIAMONDBACK II/RACHE,"('Seeker II (Inhuman) (Earth-616)', 86)"
488,"DIAMONDE, YVETTE","('Yvette Steckley (Earth-616)', 86)"
489,DIAMONDHEAD/DYKER,"('Archibald Dyker (Earth-616)', 86)"
490,"DIBBS, LIONEL","('Lionel Jeffries (Earth-616)', 86)"
491,DIBDEB,"('Dibdeb (Earth-616)', 90)"
492,DICE/ROB FORTUNE,"('Erica Fortune (Earth-616)', 86)"
493,"DICHINSON, RICKY","('Ricky Landers (Earth-616)', 86)"
494,DIE'ODE/,"(""Die'ode (Earth-616)"", 90)"
495,"DIEGO, MANUEL","('Manuel de la Rocha (Earth-616)', 86)"
496,"DIETZ, SUSAN","('Susan Storm (Earth-616)', 86)"
497,DIGGER,"('Digger (Vegas Thirteen) (Earth-616)', 90)"
498,DIGGER II/,"('Shingen Harada II (Earth-616)', 86)"
0,"DILLON, BERNIE","('Maxwell Dillon (Earth-616)', 86)"
1,"DILLON, JONATHAN","('Jonathan Storm (Earth-616)', 86)"
2,DINAH-SOAR,"('Dinah Soar (Earth-616)', 90)"
3,DINU,"('Dinu (Earth-616)', 90)"
4,DIONYSUS [GREEK GOD],"('Dionysus Acratophorus (Earth-616)', 86)"
5,"DIPALMA, JOHNNY","('Johnny Wakely (Earth-616)', 86)"
6,DIRECTOR X,"('Director X (Department H) (Earth-616)', 90)"
7,DIRGE/,"('Dirge (Warwear User) (Earth-616)', 90)"
8,"DIRKSON, GUS","('Gus Grim (Earth-616)', 86)"
9,DIRT NAP,"('Dirtnap (Earth-616)', 79)"
10,DIRTY WOLFF,"('Dirty Wolff (Earth-616)', 90)"
11,DISCUS,"('Mendicus (Earth-616)', 78)"
12,DISPROSIUM,"('Disprosium (Element) (Earth-616)', 90)"
13,DISTORTER,"('Baal (Sandstormers) (Earth-616)', 70)"
14,DIVINITY,"('Divinity (Heroes Reborn) (Earth-616)', 90)"
15,"DIXON, GENERAL","('Lieutenant General Fredricks (Earth-616)', 86)"
16,DIZZIE,"('Thiazzi (Earth-616)', 62)"
17,DMITRI,"('Dmitri Smerdyakov (Earth-616)', 90)"
18,DOC,"('Doctor Watson (Earth-616)', 90)"
19,DOC SAMSON | MUTANT ,"('Headhunter (Mutant) (Earth-616)', 86)"
20,DOC SAMSON/DR. LEONA,"('Leonard Samson (Heroes Reborn) (Earth-616)', 86)"
21,"DOCKERY, RUPERT","('Rupert Helona (Earth-616)', 86)"
22,DOCTOR DREDD,"('Doctor Dredd (Earth-616)', 90)"
23,DOCTOR MANDIBUS,"('Doctor Watson (Earth-616)', 86)"
24,"DOCTOR, DR. JOSHUA","('Segismund Joshua (Earth-616)', 86)"
25,DOGGEREL,"('Doggerel (Earth-616)', 90)"
26,"DOLAN, CAPT. THOMAS","('Thomas Thunderhead (Earth-616)', 86)"
27,"DOLAN, STACY","('Gwendolyne Stacy (Earth-616)', 86)"
28,DOLLAR BILL,"('Beta Ray Bill (Earth-616)', 86)"
29,DOLMAN,"('Gray Dolman (Earth-616)', 90)"
30,"DOMANI, DINO","('Dino Manelli (Earth-616)', 86)"
31,DOMINA,"('Domina (Earth-616)', 90)"
32,DOMINEX,"('Dominex (Earth-616)', 90)"
33,DOMINO,"('Dominor (Earth-616)', 90)"
34,DOMINO II,"('Shingen Harada II (Earth-616)', 86)"
35,DOMINO III/BEATRICE/,"('Warren Worthington III (Earth-616)', 86)"
36,DOMINUS,"('Dominus (Earth-616)', 90)"
37,DOMINUS II,"('Shingen Harada II (Earth-616)', 86)"
38,DOMO,"('Domo (Earth-616)', 90)"
39,"DON, GAI NO","('Duc No Tranh (Earth-616)', 86)"
40,"DONALDSON, LINDA","('Linda Littletrees (Earth-616)', 86)"
41,DONAR,"('MacDonald Gargan (Earth-616)', 72)"
42,"DONLEAVY, HANNAH","('Hannah Fairmont (Earth-616)', 86)"
43,"DONNELY, VICTORIA TO","('Victoria von Frankenstein (Earth-616)', 86)"
44,"DONOHUE, TREVOR","('Trevor Hawkins (Earth-616)', 86)"
45,DONYELL,"('Donyell Taylor (Earth-616)', 90)"
46,"DOOM, DR. BOB","('Victor von Doom (Earth-616)', 86)"
47,DOOMSDAY MAN,"('Doomsday Man (Earth-616)', 90)"
48,DOOMSDAY MAN II,"('Spider-Man (Peter Parker)', 86)"
49,DOOP,"('Doop (Earth-616)', 90)"
50,DOORMAN,"(""Cappy (Marla Drake's Doorman) (Earth-616)"", 90)"
51,DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 90)"
52,"DORCAS, LEMUEL DR.","('Lemuel Dorcas (Earth-616)', 86)"
53,DORMA II [ATLANTEAN],"('Giganto (Atlantean beast) (Earth-616)', 86)"
54,DORMA [ATLANTEAN],"('Giganto (Atlantean beast) (Earth-616)', 86)"
55,DORMAMMU,"('Dormammu (Earth-616)', 90)"
56,"DORNOVA-BLONSKY, NAD","('Rosa Belinski (Earth-616)', 55)"
57,DORREK II,"('Dorrek VIII (Earth-616)', 86)"
58,DORREK [SKRULL],"('Dorrek VIII (Earth-616)', 86)"
